Gene_set	Term	Overlap	P-value	Adjusted P-value	Genes
CUSTOM140674733480768	GTP hydrolysis and joining of the 60S ribosomal subunit	111/117			RPS3A;RPL15;RPS5;RPS14;RPS21;RPS7;RPS8;EIF2S1;RPL22L1;EIF3B;RPL27A;RPL9;RPLP0;EIF4B;FAU;RPL31;RPS11;RPL17;RPL23;RPS28;EIF5B;RPL26L1;EIF1AX;UBA52;RPLP2;RPL23A;EIF4G1;RPS29;RPS23;RPL4;RPS27;EIF4H;EIF2S3;RPL19;RPL18A;RPS20;RPS25;RPL39;EIF3H;EIF3K;RPL14;RPS27L;EIF3I;RPL22;RPS3;RPL28;RPS15A;RPL10A;RPS10;RPS4X;RPL8;EIF3E;RPL7;EIF3M;RPL35A;RPL32;RPL13;RPS13;RPS16;RPS27A;RPS4Y2;RPL36;EIF4A2;RPS2;RPL37;RPL12;RPL10;EIF3D;RPS19;RPSA;EIF5;RPL3;RPL29;RPL35;RPL36AL;RPS6;RPL11;RPL30;EIF3G;RPL34;RPL5;RPS15;RPL13A;RPS9;EIF3F;RPL6;RPS26;RPL24;RPS12;RPL21;RPL18;RPS18;RPL10L;RPL3L;RPL27;EIF2S2;EIF3A;EIF3L;EIF3J;RPL36A;RPL7A;RPS24;RPL26;EIF3C;RPS4Y1;EIF4A1;RPS17;RPL37A;RPLP1;EIF4E;RPL38
CUSTOM140674733480768	Galactose catabolism	5/5			PGM2;GALE;GALT;PGM2L1;GALK1
CUSTOM140674733480768	Gamma carboxylation, hypusine formation and arylsulfatase activation	39/42			F8;ARSK;BGLAP;PROC;FURIN;PROS1;STS;ARSF;ARSA;F10;DPH6;ICMT;DPH7;EIF5A;GGCX;EIF5A2;PROZ;SUMF2;EEF2;DOHH;SUMF1;ARSB;ARSH;DHPS;DPH2;TPST2;F2;GAS6;DPH1;F9;TPST1;FN3KRP;DNAJC24;DPH3;F7;FN3K;ARSI;ARSD;DPH5
CUSTOM140674733480768	Gamma-carboxylation of protein precursors	10/10			PROZ;F2;GAS6;PROS1;F9;BGLAP;F10;PROC;F7;GGCX
CUSTOM140674733480768	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	11/11			PROZ;F2;GAS6;PROS1;F9;BGLAP;F10;PROC;FURIN;F7;GGCX
CUSTOM140674733480768	Gap junction assembly	6/19			GJB2;GJC2;GJA1;GJB1;GJA5;GJB6
CUSTOM140674733480768	Gap junction degradation	10/10			CLTCL1;DNM2;CLTB;GJA1;DNM1;CLTA;AP2M1;MYO6;DAB2;CLTC
CUSTOM140674733480768	Gap junction trafficking	15/28			CLTCL1;DNM2;GJB2;GJC2;CLTB;GJA1;DNM1;GJB1;CLTA;AP2M1;MYO6;DAB2;GJA5;CLTC;GJB6
CUSTOM140674733480768	Gap junction trafficking and regulation	17/30			CLTCL1;DNM2;GJB2;GJC2;CLTB;GJA1;DNM1;GJB1;TJP1;CLTA;AP2M1;MYO6;DAB2;GJA5;CLTC;GJB6;SRC
CUSTOM140674733480768	Gap-filling DNA repair synthesis and ligation in GG-NER	24/25			POLD2;RPS27A;RFC3;POLK;POLD4;RPA2;POLE;RFC4;POLD3;PCNA;RFC2;RFC5;LIG3;LIG1;POLD1;RFC1;UBB;UBA52;RPA3;POLE4;RPA1;XRCC1;POLE2;POLE3
CUSTOM140674733480768	Gap-filling DNA repair synthesis and ligation in TC-NER	63/64			CUL4A;POLD2;POLR2D;POLR2I;USP7;RPS27A;POLR2J;RBX1;RFC3;POLK;CDK7;POLD4;POLR2L;POLR2H;RPA2;ERCC3;GTF2H5;PRPF19;UVSSA;POLE;PPIE;GTF2H4;XAB2;RFC4;ERCC2;POLD3;EP300;POLR2B;PCNA;RFC2;MNAT1;AQR;ERCC6;RFC5;LIG3;DDB1;GTF2H3;LIG1;POLD1;RFC1;UBB;ZNF830;GTF2H1;UBA52;HMGN1;CUL4B;POLR2C;GTF2H2;POLR2E;POLE4;RPA3;POLR2A;ISY1;CCNH;RPA1;POLR2F;TCEA1;XRCC1;POLE2;ERCC8;POLE3;POLR2G;POLR2K
CUSTOM140674733480768	Gastrin-CREB signalling pathway via PKC and MAPK	15/18			RPS6KA2;MAPK1;SOS1;EGFR;GRB2;RPS6KA1;KRAS;MAPK7;MMP3;HRAS;NRAS;MAPK3;PRKCA;RPS6KA3;CREB1
CUSTOM140674733480768	Gene Silencing by RNA	66/108			BCDIN3D;POLR2D;NUP58;TARBP2;POLR2I;POM121;NUP43;TDRD6;AAAS;SEC13;H2AFX;IPO8;NUP188;NUP93;POLR2J;AGO3;NUP35;POLR2H;POLR2L;TNRC6B;TNRC6C;TPR;TSNAX;NUP50;NUP37;RANBP2;SEH1L;PIWIL1;NUP133;AGO1;POLR2B;RAN;TDRKH;NUP85;NUP210;NUP153;NUP214;NUP205;DGCR8;AGO2;POM121C;NUP107;AGO4;RAE1;NUP155;TDRD1;HSP90AA1;NDC1;POLR2C;NUP88;TNRC6A;TSN;DDX4;POLR2E;POLR2A;NUP54;DICER1;PRKRA;NUP62;POLR2F;DROSHA;POLR2G;NUP98;NUP160;XPO5;POLR2K
CUSTOM140674733480768	Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	35/38			GSTO1;LCP1;SOD2;CNN2;TALDO1;SOD1;HSPA9;SNRPA1;PPIA;AIP;RAP1B;ARF1;MIF;LMNB1;RPLP0;PITPNA;HNRNPF;MTAP;MSN;PSME2;HNRNPA2B1;CA1;RALA;STAT4;PDCD4;CDC42;CAPZA1;SERPINB2;HNRNPDL;PAK2;TCP1;BOLA2;ANXA2;CFL1;GSTA2
CUSTOM140674733480768	Gene expression (Transcription)	1133/1509			POLR2D;ICE1;TDRD6;RUNX3;USP9X;UHRF1;KMT2A;SLC38A9;PSMB4;CSTF2T;EIF4A3;AIFM2;CDK1;NDRG1;NR1H4;CDK4;BAZ2A;CBX6;GRIN2B;THRA;AURKB;THBS1;NFATC2;ZNF75D;POLR2B;U2AF1L4;NR4A3;ACTL6B;RXRA;RPRD1A;ALYREF;PVALB;RFC5;MLST8;NRBP1;ELF2;NCBP1;SRSF7;LEF1;SRSF6;MAPKAP1;ZNF668;GLI3;ANAPC2;ITCH;ZNF470;ZNF782;CSNK2B;POLR3E;PRKCQ;ZNF726;ELF1;ACTL6A;UPF3B;NFIC;NUP88;PSME1;ZNF655;TFB2M;HNF4G;GTF2H2;KCTD15;PHF1;TET3;SMARCA5;NUP62;RBM14;HES1;POLR3GL;JAG1;FANCI;ZNF777;SAP130;GTF3C3;DLX6;CBX4;ZNF717;ZNF528;SESN2;ZNF3;CDC16;TXN;AAAS;CCND3;NUP188;TXNIP;ZNF354C;RHEB;NEDD4L;BRD2;GATA3;MDC1;PSMD10;ZNF804B;TSNAX;TCF7;CDKN1B;SAP18;TSC2;AFF4;SNRPG;TDRKH;PCNA;FOXO3;NR2C1;MNAT1;OCLN;IGFBP1;TFDP2;ZNF703;NELFCD;RYBP;CNOT2;BCL2L11;PSMD3;SMARCC1;TBP;PSMD7;RRP8;TAF11;CCNT1;FOXP3;BRD1;PERP;DDX4;PSMC5;ITGA2B;RPA1;INTS12;ZNF74;TCEA1;TTC5;RPAP2;POLR2G;DNMT3A;ZNF331;ZNF860;ZNF417;SSU72;POLR2K;PAPOLA;BDP1;TBX5;MAX;PSMA4;MAPKAPK5;PSMA7;MAML2;KAT2A;IWS1;MOBP;TNRC6B;RPRD2;ERCC3;UBE2C;PPP2R1B;THOC6;EAF2;YY1;MAGOH;SCO2;NUP214;ZNF562;MAPK14;TTF1;PSMD4;LRPPRC;EXO1;ERCC6;PIP4K2B;ZNF37A;CR1;ZNF468;PRDX5;POLR3F;TGIF1;MLLT1;PSMC2;POLR3B;CCNK;HSP90AA1;ING2;PPP1R13L;SMARCD2;ZNF529;COX7B;NRBF2;ZNF770;TSN;MED31;U2AF2;DICER1;GTF2E2;POLR1D;POLR2F;AKT1;GP1BA;IGFBP3;SETD9;MTOR;JMY;SNRPB;VDR;ZNF431;GLS;SNAPC3;USP7;POU2F2;IPO8;PCGF5;RPTOR;PTPN11;CARM1;ZNF778;RMI2;ZNF415;CAV1;ZNF416;CRCP;TFAP2C;POLR1C;PSMD6;POLRMT;HDAC11;PTPN4;TIGAR;SREBF1;NABP2;PTEN;TOP3A;PRKAA1;GATA2;CNOT8;NELFE;USP2;TAF12;YES1;ZNF750;INTS1;ZNF705E;POLR1A;PSMC4;ZNF510;ZNF597;MAF;CDKN2A;NR3C2;PF4;ZNF202;AGO4;GTF2H3;NOC2L;ZNF616;GTF3C2;PRKAG1;POLR2C;SMARCA2;ESRRA;FOXO1;ARID4B;POLR2E;G6PC;PINK1;MYBL2;SSRP1;PSMB7;TRIM63;SRSF9;CAMK2G;STK11;DDX21;INTS5;PSMB9;NUP58;ZNF660;MAML1;JUNB;ZNF551;FANCD2;PSMA5;ERBB2;ZNF611;CSNK2A1;POLR2H;ZNF701;CDK13;EPC1;MED14;SMARCD1;ZNF552;ZNF208;RRAGA;RAD1;SUDS3;PSMB10;TPR;RRN3;ZNF550;CCNA2;POLR1B;ZNF624;KCTD1;HSPD1;AGO1;CREBBP;CNOT1;SMAD2;TP63;EGFR;CHEK1;TDG;CNOT6;WWP1;U2AF1;ESR1;NUP155;SNRPE;CREB1;MBD3;ZNF732;ZNF460;MTA2;CNOT4;POLR2A;PSMB6;SUPT16H;NUP54;THOC7;ZNF430;ZFP69;YWHAQ;RBM8A;PSMB5;ZNF544;SLC2A3;ZNF570;PSMB2;POLR2I;POMC;BRD7;TCF7L2;ZNF688;COX6C;ZNF274;BMP2;LAMTOR3;TACO1;SUMO1;CTNNB1;GPS2;ZNF557;RABGGTA;CENPJ;FOXG1;RELA;PRKAA2;ZNF213;ZFP90;ZNF587;TNFRSF18;NFE2;ZNF573;AKT3;TAF1;LIFR;YWHAH;ARID1B;RORA;TAF2;NUP133;SOX9;RAN;STUB1;DHX38;SERPINE1;PHAX;PRKCB;TP73;ZNF669;ANAPC11;NFYB;RAD51D;ZNF17;MYL9;MDM4;TDRD1;TEAD4;TAF1L;PSMB8;TP53BP2;SF3B1;EAF1;CCND1;SUPT6H;VEGFA;ARID3A;NR1D2;ZNF385A;AEBP2;MED7;ZNF774;ZNF317;CPSF3;ZNF676;ZNF195;ATXN3;CBX8;TAF5;EHMT1;RRAGD;NOTCH4;ZNF189;RPS27A;POM121;AURKA;BRPF3;TAF6;ANAPC5;NUP93;TAF7;THOC1;SEC13;PRKACA;RNF34;TGIF2;ZNRD1;RMI1;PSMA1;ZNF691;BIRC5;GTF3C6;MTA1;CSNK2A2;ELOC;GTF2H5;MED26;RING1;BAZ1B;GTF3C4;INTS4;MEAF6;HDAC5;CHM;NR2F1;TBL1X;MAPK3;TAF9;SNW1;RNGTT;NR2C2;TGFA;SYMPK;ZNF791;SMARCC2;NFYC;TFAP2E;CPSF7;ASH2L;KCTD6;RFC2;EHMT2;NUP205;ZNF197;SUV39H1;SKP1;NELFA;INTS7;MED24;TFAM;CAMK2A;POLR3C;IRAK1;TP53I3;ZNF706;AXIN1;TNFRSF10C;SAP30BP;NDC1;CLP1;NDUFA4;ZSCAN32;GLI2;TNRC6A;GATAD2A;ZNF697;SMYD2;SRRM1;CTGF;ZKSCAN5;ZNF257;ZNF43;TAL1;NCOR2;ZNF506;ZNF641;FKBP5;MRE11;ZNF136;SERPINB13;CDC73;GRIN2A;MGA;ICE2;CHD4;GSR;RBPJ;CDC26;NUDT21;RNF2;ZNF205;ZNF679;SOD2;RNMT;STEAP3;CDK5;SPP1;ZKSCAN8;SUPT5H;SNAPC4;CDK8;HDAC10;EED;HAND2;E2F4;ZNF263;POLR3D;KMT2D;RANBP2;ANAPC16;NFIX;COX7A2L;PRDX2;MMP13;SPI1;PSMD9;ZNF12;ZNF568;ZNF716;ZNF737;STAT1;TFAP2A;KMT2B;AGO2;ZNF692;GTF3A;L3MBTL2;HDAC3;MEN1;RAE1;CAMK2B;GAD2;NR1H2;PPP2CB;POU2F1;BNIP3L;NFYA;ZNF671;ELL2;NOTCH2;SLBP;SRSF5;CDC27;SMAD3;GRIA2;YWHAZ;NLRC4;XPO5;RB1;ZNF775;TAF9B;SUZ12;SNAPC1;ANAPC7;MED6;ZNF773;WWOX;GAMT;DNMT1;CDC25C;PRKAG2;SMURF1;EZH2;UBE2D3;YWHAB;ZNF334;TEAD1;NUAK1;YAF2;DAXX;GATAD2B;HDAC9;RARA;POLR3A;ZNF92;ZNF143;MLH1;CNOT10;PSMB11;ZNF595;PLXNA4;CNOT11;BCL2L14;SMARCA4;PRMT5;ATF2;COX6A1;PAF1;SETD1A;GTF2H1;CTSL;UXT;UBA52;SMARCD3;PSMA8;PSMA3;INTS6;SAP30L;UBE2D1;RRM2;CTSK;RTF1;CNOT6L;COX19;ZNF2;KDM5B;GTF2F2;TBL1XR1;HDAC1;MYC;HDAC2;MAPK11;MTA3;CPSF1;CDK5R1;CD3EAP;SNAPC5;E2F5;ZNF248;TPX2;NELFB;MED13;ZC3H8;TNRC6C;INTS8;GPI;ZNF649;HKR1;NUP37;MED4;SATB2;CAMK4;SESN1;GSK3B;ZKSCAN7;E2F6;PCGF2;KMT2C;ZNF440;NBN;ZNF184;PSME2;RPRD1B;SST;MED12;CCND2;MED8;RAD50;TMEM219;DDX39A;ATAD2;PRMT1;ZNF662;COX14;UBB;KAT6A;UBTF;YWHAE;RBBP8;UBE2I;CAMK2D;KMT5A;ZNF250;CASP2;MECP2;BRIP1;ZNF627;SIRT3;YEATS4;NABP1;PCK1;MT-CO1;TFAP2B;PML;BARD1;COX4I1;ZNF354A;RBX1;SFN;ZNF100;TAF8;CDK7;MSH2;ZNF714;POLR2L;CPSF2;PCGF6;FOXO4;TRIM28;MAPK1;TAF1C;TNKS1BP1;SMAD1;POLR3H;G6PD;CNOT3;ZNF302;GPX2;HTT;MAML3;CPSF4;INTS2;NR4A1;SRSF2;TAF1B;RRAGC;ZNF112;TCF12;PRR5;DDB2;NUP107;RUNX2;TFDP1;SSB;RBBP7;ELL;RRAGB;HDAC6;ZNF135;BCL6;DPY30;MED10;ZNF675;DROSHA;RAD51;KMT2E;JARID2;POLDIP3;CDK12;TSC1;NUP43;ZNF483;MAP2K6;MT-CO3;PSMC1;SIN3B;NOP2;PIN1;KAT5;SOX2;AUTS2;TGFB1;NUP50;MYB;LGALS3;MOV10;MLLT3;RFC4;GLS2;COX6B1;ZNF749;INTS9;ERCC2;FOS;COX20;TAF13;MED1;SRC;PMS2;COX11;ZNF704;RBL1;ZNF740;POLR1E;PRMT6;ZNF33A;ZNF436;PPP2R1A;TJP1;RBFOX1;BRPF1;ATM;NFIA;PIP4K2A;PPM1A;CASC3;SETD1B;CRH;RAD9A;MED30;MED25;NOTCH3;YAP1;ITGBL1;CHTOP;SRSF1;NR2C2AP;CRADD;ABL1;ZNF264;ZNF724;SKP2;NPY;NUP98;SNRPD3;ZNF224;HDAC8;TAF3;RGCC;ZNF286A;ZNF214;YWHAG;NCBP2;SIN3A;TARBP2;FYTTD1;LAMTOR5;BGLAP;TRIM33;ZNF354B;PSMD11;TEAD3;PPARD;MTF2;RFC3;RARG;ZNF729;SUPT4H1;SP1;PCF11;COX5A;RPA2;MT-CO2;WRN;ZNF267;TOPBP1;ZNF567;ESRRG;ZNF549;ZFP1;KRAS;BTG1;CDKN1A;PSMC6;ZNF446;ZNF708;COX8A;TP53RK;ZC3H11A;ZNF540;ZNF596;PIP4K2C;RSPO3;BLK;ZNF799;ATRIP;ZNF711;NUP153;ZFHX3;RICTOR;CASP1;DLX5;POM121C;LMO2;ZNF14;ELOB;BDNF;ARID1A;FAS;WDR61;CSF1R;POLR3G;SCO1;SURF1;CTSV;BANP;HDAC7;ZNF585A;CNOT7;GTF2A1;ZNF33B;CSTF2;ZNF221;ZNF445;GPRIN1;ABCA6;PBRM1;RETN;PGR;DDX39B;SIRT1;ITGAL;MTERF1;INTS3;KLF4;CCNE1;PSMD12;CASP10;PHF20;PABPN1;CDK9;MYO1C;ZNF521;GTF2F1;CYCS;ZNF268;CHD3;SMAD4;NUP35;ZNF320;COX7C;CSTF1;AGO3;GTF2E1;THOC5;PSMB3;MED27;COX5B;FANCC;GTF3C1;ZNF746;NFIB;ING5;TWISTNB;RAD17;BRF1;LDB1;TRIAP1;GTF2H4;GTF2A2;PHC2;PIWIL1;TP53;PSMC3;ZNF420;CBFB;BAX;PSMA2;MET;RUNX1;ARID2;DNA2;LAMTOR2;PSMD14;CHEK2;LBR;LSM11;TNFRSF10A;SRSF3;CDKN2B;MED20;ZNF160;HIPK2;SRSF11;THOC2;ACTB;SKI;TAF10;ZKSCAN4;APAF1;MED23;CCNH;PHC3;PCBP4;SNRPF;ZFP37;MED15;WWTR1;CLDN5;AR;ANAPC4;PPP2R5C;ZKSCAN1;PTRF;COX18;ANAPC15;ZNF26;NR2F6;H2AFX;SAP30;UBE2E1;COX16;BLM;CUL1;GTF3C5;RFFL;BTG2;ZNF776;PPP1R13B;SLU7;UBE2S;CDC7;PRDX1;SEH1L;FZR1;KRBA1;CTR9;EP300;NUP85;ANAPC1;CDC23;NUP210;PSMD5;PARP1;LAMTOR1;THOC3;PRDM1;CCNB1;BID;PTPN1;APOE;PSMD1;PRKAB2;TNFRSF10B;WDR5;ZNF34;AKT2;ZNF689;MED16;CEBPB;KIT;FIP1L1;CCNC;SARNP;MBD2;NPM1;SRSF4;NR1D1;TAF4;PSMF1;RNPS1;PRKRA;ZNF667;ELOA3D;LEO1;WDR33;PSME3;BBC3;TXNRD1;CASP6;PSMD13;TCF3;HNF4A;HDAC4;GTF2B;CBX5;CCNT2;BCDIN3D;BRF2;ANAPC10;BRCA1;PSMD8;ATR;ZNF71;SESN3;ZNF564;POLR2J;ZNF605;RBBP5;NOTCH1;ZNF771;PHC1;ITGA5;ZNF273;TAF4B;DNMT3B;PDPK1;ITGA4;ELOA;PSMA6;CBX3;CALM1;ZNF324;KAT2B;RBBP4;ZNF253;NR3C1;SMARCB1;INTS10;POLR3K;MAGOHB;LAMTOR4;DGCR8;CDK6;NCOR1;CITED2;TWIST2;PRKAB1;CBX2;RRM2B;MEF2C;ZNF25;CDK2;TAF15;ZNF561;SMARCE1;RABGGTB;HUS1;CSTF3;PSME4;PSMB1;CTDP1;ZNF141;MYBBP1A;COL1A1;GAD1;SMURF2;ZNF664;DEK;CDC40;CAT;RPA3;JUN;ZNF235;PSMD2;SRRT;MED17;ZNF543;GPAM;NFKB1;RXRB;RBL2;NUP160;PPP2CA
CUSTOM140674733480768	Generation of second messenger molecules	30/41			CD101;HLA-DRA;HLA-DQA2;CD4;HLA-DRB3;CD247;PLCG1;HLA-DPA1;PLCG2;HLA-DRB5;HLA-DQA1;ENAH;LCK;VASP;HLA-DRB4;WAS;LCP2;PAK3;CD3E;HLA-DPB1;HLA-DRB1;HLA-DQB1;PAK1;GRAP2;PAK2;ZAP70;CD3G;EVL;NCK1;CD3D
