Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Biosynthesis of EPA-derived SPMs,-0.00018129689446074116,-1.300482666576425,0.6549344375431332,0.9294683553040032,6,6,VPS45;TMEM135;CAPN7;FGD4;MCOLN1;PLXNB1,TMEM135;CAPN7;FGD4;MCOLN1;PLXNB1
G2/M Transition,-0.0021199410765423486,-1.2712476999180156,0.33064949006977995,0.9294790808133475,183,161,YRDC;PLEKHA2;HDAC3;OPLAH;PLEKHF1;COL5A3;LAMC2;MAP3K8;AHDC1;NPRL3;TSNARE1;EEF2K;LIMD2;AKT1S1;CDK18;VPS4B;TMED5;KIAA0368;EXOSC7;VARS;AKAP13;NFKBIL1;TNNI2;CSNK1G3;TNNT1;CSNK2A1;BLOC1S3;GLS2;PPP2R5C;ADK;KRT72;TBC1D8;ASPM;PSMB1;CRTC2;LCMT1;GPR107;KCNAB2;CPEB2;CSNK1E;STXBP3;RAB11FIP4;GTF2E1;TMEM120B;AP2A2;CYB5B;TXNRD1;HNRNPCL1;LRRC40;PGAM2;CHORDC1;MCRIP1;CARD19;GINS2;KDM4A;HNRNPH2;MOB3A;ZNF782;MFHAS1;TANGO2;RFK;ZER1;TXNDC12;MOB3C;HCFC1;IFNGR1;HMGB3;KIF11;SETMAR;CRTC1;NDUFA3;ABHD4;ABRAXAS1;ADAMTSL4;ADARB1;AKR1B1;ALDH3A1;ALG14;AMOTL1;ANKRD1;ANXA4;AP1M2;ARF3;ARHGEF5;ATF6B;ATXN2;BRI3;C1QA;C2CD3;C4B;CACHD1;CASKIN2;CAV1;CCDC170;CCDC28A;CDK5RAP2;CLCA4;CLDN4;COL18A1;CYLD;DCAF10;DNAH7;DNAJC7;DOHH;DOK2;DPP3;DSG2;DYNLL2;EIF3B;ELMOD2;EVI5;FAM102B;FAM107A;FBXO30;FBXW9;FOXJ2;GAB1;GTF3C4;GUF1;HDLBP;IFIT2;INPPL1;ITGA2;KIAA0355;KRT80;LDLR;LRP8;LYPLAL1;MT2A;NDEL1;NDST2;NFIA;NUBPL;NUDT14;ODF2;OLA1;PARVG;PLCB1;PLD4;PLOD1;PLXNC1;PPP1R2;PRPF39;PRRX1;REN;RPS15A;RPS8;RRAS;RRN3;SCOC;SEPT9;SGCA;SLC25A40;SMARCD2;SNX12;SPTB;ST5;TAOK1;TPM1;WDFY4;ZNF22,GINS2;KDM4A;HNRNPH2;MOB3A;ZNF782;MFHAS1;TANGO2;RFK;ZER1;TXNDC12;MOB3C;HCFC1;IFNGR1;HMGB3;KIF11;SETMAR;CRTC1;NDUFA3;ABHD4;ABRAXAS1;ADAMTSL4;ADARB1;AKR1B1;ALDH3A1;ALG14;AMOTL1;ANKRD1;ANXA4;AP1M2;ARF3;ARHGEF5;ATF6B;ATXN2;BRI3;C1QA;C2CD3;C4B;CACHD1;CASKIN2;CAV1;CCDC170;CCDC28A;CDK5RAP2;CLCA4;CLDN4;COL18A1;CYLD;DCAF10;DNAH7;DNAJC7;DOHH;DOK2;DPP3;DSG2;DYNLL2;EIF3B;ELMOD2;EVI5;FAM102B;FAM107A;FBXO30;FBXW9;FOXJ2;GAB1;GTF3C4;GUF1;HDLBP;IFIT2;INPPL1;ITGA2;KIAA0355;KRT80;LDLR;LRP8;LYPLAL1;MT2A;NDEL1;NDST2;NFIA;NUBPL;NUDT14;ODF2;OLA1;PARVG;PLCB1;PLD4;PLOD1;PLXNC1;PPP1R2;PRPF39;PRRX1;REN;RPS15A;RPS8;RRAS;RRN3;SCOC;SEPT9;SGCA;SLC25A40;SMARCD2;SNX12;SPTB;ST5;TAOK1;TPM1;WDFY4;ZNF22
Hh mutants abrogate ligand secretion,-0.000988280514353736,-1.2329321282043766,0.4971719457013575,0.9295956456061303,59,52,AHDC1;NPRL3;TSNARE1;EEF2K;LIMD2;AKT1S1;CDK18;VPS4B;TMED5;KIAA0368;EXOSC7;VARS;TM9SF1;TMEM189;GINS2;KDM4A;ZNF782;TANGO2;TXNDC12;HCFC1;CRTC1;NDUFA3;ABHD4;ABRAXAS1;ADAMTSL4;ALDH3A1;AMOTL1;AP1M2;BRI3;C2CD3;C4B;CAMK4;CCDC28A;CLCA4;COL4A2;CYLD;DCAF10;DNAH7;DNAJC7;DPP3;FAM107A;HDLBP;IGFBP4;LDLR;NFIA;ODF2;PARVG;REN;SEPT9;SLC25A40;SNX12;SUB1,GINS2;KDM4A;ZNF782;TANGO2;TXNDC12;HCFC1;CRTC1;NDUFA3;ABHD4;ABRAXAS1;ADAMTSL4;ALDH3A1;AMOTL1;AP1M2;BRI3;C2CD3;C4B;CAMK4;CCDC28A;CLCA4;COL4A2;CYLD;DCAF10;DNAH7;DNAJC7;DPP3;FAM107A;HDLBP;IGFBP4;LDLR;NFIA;ODF2;PARVG;REN;SEPT9;SLC25A40;SNX12;SUB1
Hh mutants that don't undergo autocatalytic processing are degraded by ERAD,-0.000988280514353736,-1.2329321282043766,0.4971719457013575,0.9295956456061303,56,52,AHDC1;NPRL3;TSNARE1;EEF2K;LIMD2;AKT1S1;CDK18;VPS4B;TMED5;KIAA0368;EXOSC7;VARS;TM9SF1;TMEM189;GINS2;KDM4A;ZNF782;TANGO2;TXNDC12;HCFC1;CRTC1;NDUFA3;ABHD4;ABRAXAS1;ADAMTSL4;ALDH3A1;AMOTL1;AP1M2;BRI3;C2CD3;C4B;CAMK4;CCDC28A;CLCA4;COL4A2;CYLD;DCAF10;DNAH7;DNAJC7;DPP3;FAM107A;HDLBP;IGFBP4;LDLR;NFIA;ODF2;PARVG;REN;SEPT9;SLC25A40;SNX12;SUB1,GINS2;KDM4A;ZNF782;TANGO2;TXNDC12;HCFC1;CRTC1;NDUFA3;ABHD4;ABRAXAS1;ADAMTSL4;ALDH3A1;AMOTL1;AP1M2;BRI3;C2CD3;C4B;CAMK4;CCDC28A;CLCA4;COL4A2;CYLD;DCAF10;DNAH7;DNAJC7;DPP3;FAM107A;HDLBP;IGFBP4;LDLR;NFIA;ODF2;PARVG;REN;SEPT9;SLC25A40;SNX12;SUB1
Influenza Infection,-0.0022962691705774156,-1.28700602471915,0.6514175257731959,0.9296087251358888,169,149,PAFAH1B2;AKR1B10;OPLAH;RAD23A;AVL9;TARBP2;FOXO4;CCDC61;CTSV;TRAF6;UNC5B;NPAS3;TCP1;MUC5B;APAF1;NENF;HOXD8;SGPP2;MYH1;MYH2;RAB11B;G6PC3;ELOA;SNX1;TP53;FAM26E;SPG7;MECOM;PUS7L;ATL3;TST;WDR1;RNF14;PSMG1;KDM5B;HSPA1L;DOCK4;FAM69A;SIPA1L2;KLHL7;TFG;BCL7C;CTSC;GPATCH4;C2orf49;HAUS2;AKR7A3;SC5D;TSPO;ADRM1;TONSL;BHLHE41;RBM24;RIPK3;ZNF471;NDUFC2;CDKN2A;PI4KB;DYNC1LI2;CPTP;SLC12A2;EIF4B;PGAM2;G3BP1;DCAF8;ECT2;PORCN;LMO4;SYNRG;RBM15B;MCAT;ABCB6;HNRNPAB;RNASET2;GLIPR2;PPP6R2;AIMP1;AK3;ANK3;ATP5J;BPGM;CALCRL;DCAF10;DFFB;DNAJC7;ECI2;FAM83D;GALE;GYG1;HBZ;HMCES;LIG1;LMNB2;MARCKSL1;MBLAC1;MRPS5;MSL2;NOL3;NR2C2;NR2F1;OLFML2A;PBX3;PDLIM1;PLAC9;PPIL3;PREX1;PRMT1;PRR5-ARHGAP8;PTGIS;PTPN7;QTRT2;RANBP6;RANGAP1;RASSF5;RECK;RGP1;RIN3;RPL7;RPS21;RPS6KC1;RSU1;SAA2-SAA4;SCEL;SELENOO;SERPINA6;SH2B1;SHPRH;SKAP1;SKIV2L2;SLC2A1;SLC9A6;SMCR8;SPATA13;SRCIN1;STK32C;STRBP;STRN3;SYAP1;SYTL1;TOMM22;TOMM7;TSN;TTC28;UQCC3;VIT;VPS26B;WDR89;WIPF1;ZBTB16,NOL3;NR2C2;NR2F1;OLFML2A;PBX3;PDLIM1;PLAC9;PPIL3;PREX1;PRMT1;PRR5-ARHGAP8;PTGIS;PTPN7;QTRT2;RANBP6;RANGAP1;RASSF5;RECK;RGP1;RIN3;RPL7;RPS21;RPS6KC1;RSU1;SAA2-SAA4;SCEL;SELENOO;SERPINA6;SH2B1;SHPRH;SKAP1;SKIV2L2;SLC2A1;SLC9A6;SMCR8;SPATA13;SRCIN1;STK32C;STRBP;STRN3;SYAP1;SYTL1;TOMM22;TOMM7;TSN;TTC28;UQCC3;VIT;VPS26B;WDR89;WIPF1;ZBTB16
CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde,-0.00032623673582335964,-3.530942519391525,0.10233592880978866,0.9296629351539322,8,7,PAFAH1B2;IQGAP1;PMF1-BGLAP;SERPINB3;SRSF6;TMEM115;UNC13D,SERPINB3;SRSF6;TMEM115;UNC13D
C-type lectin receptors (CLRs),-0.0016662267524508024,-1.2618479717467144,0.45133750711439957,0.9296982464034673,144,112,GRAP2;NDUFS4;AGPS;AP4S1;GRAP;CXCL10;AHDC1;NPRL3;TSNARE1;EEF2K;LIMD2;AKT1S1;CDK18;VPS4B;TMED5;KIAA0368;EXOSC7;VARS;FGF4;ALDOB;CHI3L1;RBFA;MITD1;TAZ;GGA3;CXXC1;TMEM120B;ISYNA1;PPP1R3G;RAC3;HNRNPCL1;NDUFB2;MGME1;FBXO44;MPHOSPH10;GINS2;KDM4A;MMACHC;DNAJC14;ZNF782;CD55;TANGO2;ACTA1;TXNDC12;RNF123;NSRP1;HCFC1;CRTC1;NDUFA3;ALDH5A1;ABHD4;ABRAXAS1;ADAMTSL4;AKR1B1;ALDH3A1;AMOTL1;ANXA4;AP1M2;ARHGAP23;ARHGAP32;BRI3;C2CD3;C4B;CACHD1;CCDC28A;CCDC69;CCDC85C;CD36;CLCA4;CYLD;DCAF10;DMTN;DNAH7;DNAJC7;DPP3;FADS1;FAM107A;FAM177A1;GANAB;GIMAP7;GPLD1;HDLBP;HK2;IDH2;IDS;INPPL1;JMJD7-PLA2G4B;LDLR;LDLRAP1;LRRN4CL;MYBBP1A;NEK8;NFIA;NOL9;ODF2;PARG;PARVG;PCDHB15;PTGS1;PTPN3;REN;RNF181;SCARF2;SCRN2;SEPT9;SH3D19;SLC25A40;SLCO3A1;SNU13;SNX12;TSPAN15;USP18,MPHOSPH10;GINS2;KDM4A;MMACHC;DNAJC14;ZNF782;CD55;TANGO2;ACTA1;TXNDC12;RNF123;NSRP1;HCFC1;CRTC1;NDUFA3;ALDH5A1;ABHD4;ABRAXAS1;ADAMTSL4;AKR1B1;ALDH3A1;AMOTL1;ANXA4;AP1M2;ARHGAP23;ARHGAP32;BRI3;C2CD3;C4B;CACHD1;CCDC28A;CCDC69;CCDC85C;CD36;CLCA4;CYLD;DCAF10;DMTN;DNAH7;DNAJC7;DPP3;FADS1;FAM107A;FAM177A1;GANAB;GIMAP7;GPLD1;HDLBP;HK2;IDH2;IDS;INPPL1;JMJD7-PLA2G4B;LDLR;LDLRAP1;LRRN4CL;MYBBP1A;NEK8;NFIA;NOL9;ODF2;PARG;PARVG;PCDHB15;PTGS1;PTPN3;REN;RNF181;SCARF2;SCRN2;SEPT9;SH3D19;SLC25A40;SLCO3A1;SNU13;SNX12;TSPAN15;USP18
Attachment and Entry,-5.693135560896453e-05,-1.2314006785678415,0.9955357142857143,0.929805365851198,11,2,POLE2;IGFBP4,POLE2;IGFBP4
Digestion and absorption,-9.941321377658684e-05,-1.274250870644213,0.8677390527256479,0.9298160196566987,27,4,TUBB1;COA3;CCT6B;PIGW,COA3;CCT6B;PIGW
Maturation of protein E,-0.00019007897675094986,-1.230014566785469,0.0,0.9299241871496715,5,3,CYLD;DCAF10;DNAJC7,CYLD;DCAF10;DNAJC7
TLR3-mediated TICAM1-dependent programmed cell death,-0.00015745518837750915,-1.3041690476574679,0.6836581709145427,0.9300055142415283,6,5,GGA3;EPHB2;HLA-DRB1;MAIP1;NXF1,HLA-DRB1;MAIP1;NXF1
Mitochondrial Uncoupling,-5.132177351502664e-05,-1.2932119738690908,0.9688269073010665,0.9300155994000102,6,1,LIMK2,LIMK2
The fatty acid cycling model,-5.132177351502664e-05,-1.2932119738690908,0.9688269073010665,0.9300155994000102,5,1,LIMK2,LIMK2
The proton buffering model,-5.132177351502664e-05,-1.2932119738690908,0.9688269073010665,0.9300155994000102,5,1,LIMK2,LIMK2
HIV Infection,-0.002698235953870913,-1.226148666331977,0.3490073145245559,0.9300222447018069,243,215,CBFB;CSNK2A2;DUSP9;CCDC120;CXCL10;AHDC1;NPRL3;TSNARE1;EEF2K;LIMD2;AKT1S1;CDK18;VPS4B;TMED5;KIAA0368;EXOSC7;VARS;AVL9;TARBP2;FOXO4;CCDC61;INF2;CTSV;CPNE5;MAST1;SHROOM2;TRAF6;UNC5B;NPAS3;TCP1;MUC5B;APAF1;NENF;HOXD8;SGPP2;MYH1;MYH2;RAB11B;RCOR2;DNAJC25;JMJD1C;MYO1E;DHX30;TASP1;COX19;EPHA2;TACO1;SNX1;DIP2A;NOP53;RFC5;PRRC2B;BLVRA;C1orf35;RMND5B;AKR7A3;ACTN1;GOLGA5;WWTR1;SLC25A25;EIF4B;HNRNPCL1;PGAM2;RPTOR;NFKB1;G3BP1;FAM114A1;HINT3;DCAF8;ECT2;CDC34;PTPN9;CARD19;FCGRT;ZNF160;SETD9;ADAMTS5;ALDH6A1;PLIN2;PNMA1;GINS2;KDM4A;ZSCAN2;NPM1;DDX21;LMO4;ZNF782;TANGO2;ALDH3B1;TXNDC12;RBM15B;ABCB6;HCFC1;CHN1;MOSPD2;HNRNPA3;RNASET2;ADNP;SETMAR;PPP6R2;CRTC1;NDUFA3;PIK3R1;ABHD4;ABRAXAS1;ACAN;ADAMTSL4;AK3;AKR1B1;ALDH3A1;AMFR;AMOTL1;ANK3;AP1M2;APOC2;ARHGAP31;ARRB2;ATP5J;AZU1;BLVRB;BPGM;BRI3;C21orf2;C2CD3;C4B;CCDC28A;CDK5RAP2;CIC;CISD2;CLCA4;CYLD;DCAF10;DEPTOR;DFFB;DHX58;DLAT;DNAH7;DNAJC7;DNASE2;DOHH;DPP3;EDC3;EIF2B2;EIF4A3;ELAC2;ENTPD1;EPB41L3;ERAP2;ESS2;FAM107A;FAM126A;FAM83D;FAM98A;GALC;GAS7;GNA11;GYG1;HADH;HBZ;HDLBP;HMCES;HOPX;IFI30;INHBC;INMT;LDLR;LIG1;LILRB5;LRRC41;MED26;MFAP5;MSL2;MYBBP1A;NAALAD2;NAT10;NFIA;NONO;NUP210;ODF2;PANK2;PARVG;PDE4D;PDLIM1;PFDN2;PID1;PODXL;PTPN7;RANGAP1;REN;RPL18;RSPO3;SELENOO;SEPT9;SH3BGR;SLC25A17;SLC25A40;SMCR8;SNRPD2;SNX12;SNX17;SRXN1;SSH3;STRN3;SUGP2;TBC1D22A;TGFBI;TIMM17A;TMEM141;TMEM70;TNRC6B;WASF2;YWHAH;YWHAZ;ZBTB7C;ZMYM1,RPTOR;NFKB1;G3BP1;FAM114A1;HINT3;DCAF8;ECT2;CDC34;PTPN9;CARD19;FCGRT;ZNF160;SETD9;ADAMTS5;ALDH6A1;PLIN2;PNMA1;GINS2;KDM4A;ZSCAN2;NPM1;DDX21;LMO4;ZNF782;TANGO2;ALDH3B1;TXNDC12;RBM15B;ABCB6;HCFC1;CHN1;MOSPD2;HNRNPA3;RNASET2;ADNP;SETMAR;PPP6R2;CRTC1;NDUFA3;PIK3R1;ABHD4;ABRAXAS1;ACAN;ADAMTSL4;AK3;AKR1B1;ALDH3A1;AMFR;AMOTL1;ANK3;AP1M2;APOC2;ARHGAP31;ARRB2;ATP5J;AZU1;BLVRB;BPGM;BRI3;C21orf2;C2CD3;C4B;CCDC28A;CDK5RAP2;CIC;CISD2;CLCA4;CYLD;DCAF10;DEPTOR;DFFB;DHX58;DLAT;DNAH7;DNAJC7;DNASE2;DOHH;DPP3;EDC3;EIF2B2;EIF4A3;ELAC2;ENTPD1;EPB41L3;ERAP2;ESS2;FAM107A;FAM126A;FAM83D;FAM98A;GALC;GAS7;GNA11;GYG1;HADH;HBZ;HDLBP;HMCES;HOPX;IFI30;INHBC;INMT;LDLR;LIG1;LILRB5;LRRC41;MED26;MFAP5;MSL2;MYBBP1A;NAALAD2;NAT10;NFIA;NONO;NUP210;ODF2;PANK2;PARVG;PDE4D;PDLIM1;PFDN2;PID1;PODXL;PTPN7;RANGAP1;REN;RPL18;RSPO3;SELENOO;SEPT9;SH3BGR;SLC25A17;SLC25A40;SMCR8;SNRPD2;SNX12;SNX17;SRXN1;SSH3;STRN3;SUGP2;TBC1D22A;TGFBI;TIMM17A;TMEM141;TMEM70;TNRC6B;WASF2;YWHAH;YWHAZ;ZBTB7C;ZMYM1
Pre-NOTCH Expression and Processing,0.0004943699160148979,1.3479683109417677,0.6361717100633357,0.9301236940552757,90,41,MON1B;ARFGEF2;GGA1;LRRK1;HDHD3;MERTK;SEL1L;KIAA1147;ATP13A1;ATP13A3;TTC27;CARD16;TMEM120B;PPP1R3G;HMGN3;AUTS2;TUBG1;TMEM63A;C8orf82;POM121;MLYCD;GIGYF2;LGALS3;MOSPD2;MVK;ARHGAP45;CAMK4;COQ8A;DOCK8;FAM118B;GTF3C4;MBL2;METTL15;MOCS2;MTMR3;PARP16;PCGF6;PDAP1;PFN2;SGMS1;TRIP12,MON1B;ARFGEF2;GGA1;LRRK1;HDHD3;MERTK;SEL1L;KIAA1147;ATP13A1;ATP13A3;TTC27;CARD16;TMEM120B;PPP1R3G;HMGN3;AUTS2;TUBG1;TMEM63A;C8orf82;POM121;MLYCD;GIGYF2;LGALS3;MOSPD2;MVK;ARHGAP45;CAMK4;COQ8A;DOCK8;FAM118B;GTF3C4;MBL2;METTL15;MOCS2;MTMR3;PARP16;PCGF6;PDAP1;PFN2
PI5P Regulates TP53 Acetylation,-0.00023135326401489326,-1.2918365757085373,0.6443264764432648,0.9302438611033319,9,9,FKBPL;L3MBTL3;TMEM120B;CADM4;CTDP1;FNDC1;GTF3C4;RPS27;TOP2A,CADM4;CTDP1;FNDC1;GTF3C4;RPS27;TOP2A
SHC-related events triggered by IGF1R,-0.0002292538159390887,-1.2906604073050634,0.688622754491018,0.9303007667599585,9,9,MITD1;LRWD1;MMACHC;PHKG2;ADCY5;C17orf58;IDS;NUP35;UBE2E3,LRWD1;MMACHC;PHKG2;ADCY5;C17orf58;IDS;NUP35;UBE2E3
Cell recruitment (pro-inflammatory response),-0.0002676843070733509,-1.3005015742883146,0.8310204081632653,0.9304366966618157,23,19,PLEKHF1;ERAP1;HSD17B7;FTH1;COL4A3BP;ZMYND10;MRPS6;NME3;TAPT1;FBXO44;EHD3;HPSE;KDM2A;LCAT;LRRN4CL;NOL9;RNF181;SH3GL2;SPATA18,HPSE;KDM2A;LCAT;LRRN4CL;NOL9;RNF181;SH3GL2;SPATA18
Purinergic signaling in leishmaniasis infection,-0.0002676843070733509,-1.3005015742883146,0.8310204081632653,0.9304366966618157,23,19,PLEKHF1;ERAP1;HSD17B7;FTH1;COL4A3BP;ZMYND10;MRPS6;NME3;TAPT1;FBXO44;EHD3;HPSE;KDM2A;LCAT;LRRN4CL;NOL9;RNF181;SH3GL2;SPATA18,HPSE;KDM2A;LCAT;LRRN4CL;NOL9;RNF181;SH3GL2;SPATA18
ATP sensitive Potassium channels,-5.0445235836493274e-05,-1.2826557361747757,0.96362286562732,0.9304503482270884,4,1,ZNF280C,ZNF280C
"Defective ABCC9 causes dilated cardiomyopathy 10, familial atrial fibrillation 12 and hypertrichotic osteochondrodysplasia",-5.0445235836493274e-05,-1.2826557361747757,0.96362286562732,0.9304503482270884,2,1,ZNF280C,ZNF280C
EPH-Ephrin signaling,-0.0012301736979225507,-1.2746574795042667,0.5494505494505495,0.9304523066020146,92,76,CXCL10;GPR180;RXRA;CALM2;INSRR;POFUT2;HMOX2;NDUFAF1;LURAP1L;CMTM4;ELOA;NTHL1;DOLPP1;WASHC2C;ORC2;C1GALT1C1;TLE2;NRBP1;CCNL1;MCTP2;SNIP1;ZNFX1;C2orf69;MPST;DENND4C;MMACHC;DNAJC14;ZNF629;CBX7;PCYOX1;ABCB7;ACBD6;AIFM1;AIMP1;AZU1;COBLL1;COG7;CSRP2;CYBRD1;DENND3;DKK3;DNAJC10;DOPEY1;ECD;EIF2B2;ELANE;FAM193A;FMN1;FREM2;GFPT2;GSDMA;GZF1;HK2;IFI30;INHBC;INMT;METTL2A;METTL2B;MORC3;MYBBP1A;NAT10;NEK8;NT5E;PLEK;PSMG2;PYCR3;RNF166;SAP130;SGCG;SGTB;SLC25A13;SNRPF;TBC1D4;URM1;USP33;ZNF462,COBLL1;COG7;CSRP2;CYBRD1;DENND3;DKK3;DNAJC10;DOPEY1;ECD;EIF2B2;ELANE;FAM193A;FMN1;FREM2;GFPT2;GSDMA;GZF1;HK2;IFI30;INHBC;INMT;METTL2A;METTL2B;MORC3;MYBBP1A;NAT10;NEK8;NT5E;PLEK;PSMG2;PYCR3;RNF166;SAP130;SGCG;SGTB;SLC25A13;SNRPF;TBC1D4;URM1;USP33;ZNF462
Formation of TC-NER Pre-Incision Complex,-0.0008158834171020128,-1.287053911099042,0.7296928327645051,0.930543632758893,53,48,CCDC120;YAP1;AVL9;TARBP2;FOXO4;CCDC61;RFC5;TMEM120B;EPN3;B3GAT3;ATP6V1F;TPBG;ACSS1;P4HTM;CARD19;RNF146;ARHGAP18;ARHGAP10;SETMAR;AMFR;ANK3;CDK5RAP2;CEP120;CYLD;DCAF10;DNAJC7;DOHH;DRG1;ENTPD1;ESS2;FAM192A;FAM83D;FAM98A;GYG1;HBZ;HMCES;ID1;IL1RN;ITGA11;MAPRE3;MTCH2;NDUFB9;PDLIM1;RBM18;SRPRA;TGFBI;UNC119;ZMYM1,P4HTM;CARD19;RNF146;ARHGAP18;ARHGAP10;SETMAR;AMFR;ANK3;CDK5RAP2;CEP120;CYLD;DCAF10;DNAJC7;DOHH;DRG1;ENTPD1;ESS2;FAM192A;FAM83D;FAM98A;GYG1;HBZ;HMCES;ID1;IL1RN;ITGA11;MAPRE3;MTCH2;NDUFB9;PDLIM1;RBM18;SRPRA;TGFBI;UNC119;ZMYM1
NF-kB is activated and signals survival,-0.00025708068141551323,-1.2619562087597225,0.7847730600292826,0.9305735278439546,13,11,COG1;MZB1;ALDOB;FBXO44;CCDC69;CXCL12;CYLD;DCAF10;DNAJC7;GANAB;RNF181,CCDC69;CXCL12;CYLD;DCAF10;DNAJC7;GANAB;RNF181
Biosynthesis of maresins,0.00010499796726495135,1.2831193697679197,0.5743519781718963,0.9306029037637839,8,2,FHIT;TMEM135,FHIT;TMEM135
Defective SLC1A3 causes episodic ataxia 6 (EA6),6.0884898075219275e-05,1.354363726187269,0.9353146853146853,0.9306537660363841,1,1,EPS8L1,EPS8L1
DAP12 signaling,-0.0002765852330332869,-1.2766131834347703,0.8722849695916595,0.930698515449298,29,23,BIRC6;GRAP;PDCL;MITD1;PDE12;TPD52L1;ZNFX1;LRWD1;NDUFB2;MMACHC;ADH5;PIAS1;ABCB7;BLVRB;EIF4G1;IDS;IFI30;LRCH2;MYBBP1A;NUP35;RYR1;UBE2E3;ZNF550,TPD52L1;ZNFX1;LRWD1;NDUFB2;MMACHC;ADH5;PIAS1;ABCB7;BLVRB;EIF4G1;IDS;IFI30;LRCH2;MYBBP1A;NUP35;RYR1;UBE2E3;ZNF550
Protein-protein interactions at synapses,0.0004832201353294704,1.284755619004884,0.6582365003417635,0.930699996854039,88,38,IFRD1;FASTKD2;TMX1;HMCN1;ABHD12;KPNA6;DYNLT1;LZTS2;THAP12;UBE3A;CLASRP;ANKFY1;RAB9A;TBC1D10A;ECE1;SMAD3;RNF2;LIG4;ACTB;KCTD12;STAT5A;ARID2;SCRIB;ZNF513;C17orf75;DUSP3;EMC9;FAM213B;FTSJ1;GANC;GPKOW;LAMC3;MAP1B;MTPAP;PERP;PTPRJ;PWP2;RIPOR1,IFRD1;FASTKD2;TMX1;HMCN1;ABHD12;KPNA6;DYNLT1;LZTS2;THAP12;UBE3A;CLASRP;ANKFY1;RAB9A;TBC1D10A;ECE1;SMAD3;RNF2;LIG4;ACTB;KCTD12;STAT5A;ARID2;SCRIB;ZNF513
Transcriptional regulation by RUNX2,-0.0012145244258115182,-1.28121740972769,0.5193704600484261,0.930702320231806,120,88,RNF10;MED12;GSTA1;AHDC1;NPRL3;TSNARE1;EEF2K;LIMD2;AKT1S1;CDK18;VPS4B;TMED5;KIAA0368;EXOSC7;VARS;CLK2;TBC1D8;KCNAB2;ZC3H13;PPP2R2D;USP9Y;MPP7;FOXP1;HNRNPCL1;MRPL57;CXorf56;HEATR5A;ENPEP;RBP1;CARD19;GINS2;KDM4A;TSPAN9;ZNF782;TANGO2;RFK;TXNDC12;MAT2B;HCFC1;RPS3;NISCH;CRTC1;NDUFA3;ABHD4;ABRAXAS1;ADAMTSL4;ALDH3A1;AMOTL1;ANXA8L1;AP1M2;ARFIP1;BRI3;C2CD3;C4B;CACHD1;CCDC28A;CLCA4;CYLD;DCAF10;DDX17;DNAH7;DNAJC7;DPP3;FAM107A;FAM118B;HDLBP;HYI;KATNAL1;LDLR;METTL2A;MIER1;NEK8;NFIA;NTM;ODF2;PACSIN3;PARVG;PPCS;PUM3;PUSL1;REN;SDC1;SEPT9;SLC25A40;SNX12;TAF6;TFAP2A;ZNF652,HNRNPCL1;MRPL57;CXorf56;HEATR5A;ENPEP;RBP1;CARD19;GINS2;KDM4A;TSPAN9;ZNF782;TANGO2;RFK;TXNDC12;MAT2B;HCFC1;RPS3;NISCH;CRTC1;NDUFA3;ABHD4;ABRAXAS1;ADAMTSL4;ALDH3A1;AMOTL1;ANXA8L1;AP1M2;ARFIP1;BRI3;C2CD3;C4B;CACHD1;CCDC28A;CLCA4;CYLD;DCAF10;DDX17;DNAH7;DNAJC7;DPP3;FAM107A;FAM118B;HDLBP;HYI;KATNAL1;LDLR;METTL2A;MIER1;NEK8;NFIA;NTM;ODF2;PACSIN3;PARVG;PPCS;PUM3;PUSL1;REN;SDC1;SEPT9;SLC25A40;SNX12;TAF6;TFAP2A;ZNF652
Signaling by NOTCH3,-0.00035943005948863217,-1.2800114503613045,0.7703313253012049,0.93075036997773,49,30,AKAP11;TRAF3IP3;ARFGEF2;GGA1;DNLZ;PRSS21;KIAA1147;ATP13A3;C1GALT1C1;TMEM120B;PPP1R3G;HEATR5A;GLRX5;POM121;ARHGAP45;BANP;CYLD;DCAF10;DNAJC7;FMN1;MTMR3;NOL11;PCGF6;PFKFB3;RAB31;RPS29;TBC1D4;WDR60;ZMPSTE24;ZNF462,MTMR3;NOL11;PCGF6;PFKFB3;RAB31;RPS29;TBC1D4;WDR60;ZMPSTE24;ZNF462
Physiological factors,0.0001372337793982912,1.3559118060027135,0.7486590038314176,0.9308055584826874,12,4,GGA1;ACLY;CADPS2;NTM,GGA1;ACLY
Methylation of MeSeH for excretion,9.291299392455081e-05,1.2805800432556909,0.24105668684645018,0.9310266798523273,1,1,TRAF3IP1,TRAF3IP1
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),0.00034407624148072075,1.3481489292516886,0.5038071065989848,0.9310437004552364,26,14,UBLCP1;ABI2;SYNJ2BP-COX16;ETS1;GADD45GIP1;RPS6;MRPL53;RRP15;DSCR3;VWA5A;DNAJC30;EXOSC4;FBLN5;PPFIBP1,UBLCP1;ABI2;SYNJ2BP-COX16;ETS1;GADD45GIP1;RPS6;MRPL53;RRP15;DSCR3;VWA5A;DNAJC30;EXOSC4;FBLN5
